timestamp,pod_name,namespace,status,restart_count,cpu_usage,memory_usage,logs
2025-02-23 11:54:19.287784,pod-3,monitoring,Running,5,1.9473585800313382,417,Error: Process exited with code 1
2025-02-23 12:18:19.287784,pod-13,monitoring,Running,6,1.4389273337275734,473,Error: Process exited with code 1
2025-02-23 12:31:19.287784,pod-20,kube-system,CrashLoopBackOff,6,1.4027022457848086,374,Normal operation
2025-02-23 12:35:19.287784,pod-17,monitoring,Running,4,0.7998897158622227,169,Normal operation
2025-02-23 12:42:19.287784,pod-3,kube-system,Failed,5,1.5265498471138403,215,Error: Process exited with code 1
2025-02-23 14:11:19.287784,pod-12,default,CrashLoopBackOff,2,1.7207604070086842,418,Error: Process exited with code 1
2025-02-23 14:42:19.287784,pod-14,monitoring,Running,8,0.7900613296783293,86,Error: Process exited with code 1
2025-02-23 15:27:19.287784,pod-3,default,Running,8,1.7929124563331604,413,Error: Process exited with code 1
2025-02-23 17:33:19.287784,pod-17,kube-system,Running,5,1.0781247555987403,321,Normal operation
2025-02-23 17:48:19.287784,pod-1,kube-system,Running,4,1.808215587899117,291,Error: Process exited with code 1
2025-02-23 18:31:19.287784,pod-3,monitoring,Failed,2,1.0289616924478042,324,Error: Process exited with code 1
2025-02-23 18:33:19.287784,pod-1,monitoring,CrashLoopBackOff,0,2.4705703082269137,207,Error: Process exited with code 1
2025-02-23 18:44:19.287784,pod-5,kube-system,Running,1,0.22791393946112928,218,Normal operation
2025-02-23 18:45:19.287784,pod-17,monitoring,Running,2,1.902182816932679,473,Error: Process exited with code 1
2025-02-23 18:49:19.287784,pod-12,kube-system,Running,5,0.4899053252649568,260,Normal operation
2025-02-23 20:20:19.287784,pod-16,monitoring,Running,4,0.6767415906989149,299,Error: Process exited with code 1
2025-02-23 21:59:19.287784,pod-8,kube-system,CrashLoopBackOff,0,0.7413558290655056,201,Normal operation
2025-02-23 22:41:19.287784,pod-3,default,Running,1,0.41252883632426607,377,Normal operation
2025-02-23 23:52:19.287784,pod-2,monitoring,Running,8,0.19153455407897513,396,Normal operation
2025-02-23 23:59:19.287784,pod-3,monitoring,Running,4,1.844899301451415,493,Normal operation
2025-02-24 00:13:19.287784,pod-9,monitoring,Failed,4,2.3118088624667497,418,Normal operation
2025-02-24 00:32:19.287784,pod-8,monitoring,Running,0,0.7057654553385331,207,Error: Process exited with code 1
2025-02-24 00:32:19.287784,pod-6,kube-system,Running,9,0.20191078549572622,59,Normal operation
2025-02-24 01:33:19.287784,pod-14,default,CrashLoopBackOff,4,2.240773140388031,261,Normal operation
2025-02-24 01:38:19.287784,pod-13,default,Running,5,1.1935200583788728,393,Normal operation
2025-02-24 02:46:19.287784,pod-17,default,Running,7,0.7153817091170332,84,Error: Process exited with code 1
2025-02-24 03:40:19.287784,pod-5,kube-system,Failed,2,0.8223715593807316,187,Error: Process exited with code 1
2025-02-24 04:03:19.287784,pod-12,kube-system,Pending,5,2.4933829696551273,496,Error: Process exited with code 1
2025-02-24 04:40:19.287784,pod-7,default,Running,8,1.4372461058154384,258,Normal operation
2025-02-24 04:42:19.287784,pod-9,monitoring,Running,7,1.764140930061713,278,Error: Process exited with code 1
2025-02-24 05:07:19.287784,pod-7,monitoring,Running,0,2.1739799098546078,262,Normal operation
2025-02-24 05:28:19.287784,pod-5,kube-system,Running,5,1.4147521397700455,76,Normal operation
2025-02-24 06:40:19.287784,pod-17,default,Failed,4,1.0791773164594467,466,Error: Process exited with code 1
2025-02-24 06:46:19.287784,pod-8,default,Running,2,1.3843957092680328,308,Normal operation
2025-02-24 08:06:19.287784,pod-8,kube-system,Running,3,0.6998089050211511,162,Normal operation
2025-02-24 08:36:19.287784,pod-3,monitoring,Running,4,1.1658386884906198,404,Error: Process exited with code 1
2025-02-24 09:52:19.287784,pod-3,kube-system,Running,6,0.631394357148652,483,Error: Process exited with code 1
2025-02-24 10:09:19.287784,pod-7,monitoring,Failed,2,0.9078012143225489,134,Normal operation
2025-02-24 11:37:19.287784,pod-19,monitoring,Running,6,2.2778532549002084,491,Error: Process exited with code 1
2025-02-24 11:38:19.287784,pod-4,monitoring,Running,6,2.3268194634468644,221,Normal operation
2025-02-24 11:55:19.287784,pod-1,monitoring,Running,7,2.4244408965430813,476,Normal operation
2025-02-24 12:48:19.287784,pod-5,kube-system,CrashLoopBackOff,9,0.7165115722170008,150,Normal operation
2025-02-24 13:31:19.287784,pod-2,kube-system,Running,6,1.7241713985104685,147,Error: Process exited with code 1
2025-02-24 14:42:19.287784,pod-15,monitoring,Running,2,0.8833339900071725,468,Error: Process exited with code 1
2025-02-24 15:36:19.287784,pod-18,kube-system,Pending,0,1.9532588293521966,386,Error: Process exited with code 1
2025-02-24 15:45:19.287784,pod-14,default,Running,10,2.3060903824744607,499,Error: Process exited with code 1
2025-02-24 16:46:19.287784,pod-15,kube-system,CrashLoopBackOff,10,1.3687038195614152,183,Normal operation
2025-02-24 17:35:19.287784,pod-5,monitoring,Running,8,1.1195506922422895,292,Error: Process exited with code 1
2025-02-24 17:38:19.287784,pod-14,kube-system,Running,9,1.541673384632044,127,Normal operation
2025-02-24 17:39:19.287784,pod-9,default,Failed,0,0.749514970819879,212,Normal operation
2025-02-24 18:43:19.287784,pod-11,monitoring,Running,2,0.8891213250211695,410,Normal operation
2025-02-24 20:15:19.287784,pod-6,kube-system,CrashLoopBackOff,7,0.9843075449954982,392,Error: Process exited with code 1
2025-02-24 20:17:19.287784,pod-20,kube-system,Running,10,0.9565438957673895,133,Normal operation
2025-02-24 21:14:19.287784,pod-12,kube-system,Running,2,0.18160149128625802,399,Normal operation
2025-02-24 21:34:19.287784,pod-11,default,Running,1,0.653498655860239,204,Error: Process exited with code 1
2025-02-24 22:19:19.287784,pod-15,default,CrashLoopBackOff,5,0.5233534741528187,391,Error: Process exited with code 1
2025-02-24 22:58:19.287784,pod-7,default,Running,9,1.79424646496281,173,Normal operation
2025-02-25 01:04:19.287784,pod-20,monitoring,Running,3,1.3779919970021999,311,Normal operation
2025-02-25 01:52:19.287784,pod-7,kube-system,CrashLoopBackOff,3,2.317355556008413,390,Normal operation
2025-02-25 03:33:19.287784,pod-4,default,CrashLoopBackOff,9,2.2972033693034377,490,Normal operation
2025-02-25 08:01:19.287784,pod-17,monitoring,Running,7,1.4949782633100874,75,Error: Process exited with code 1
2025-02-25 08:48:19.287784,pod-12,monitoring,Running,7,1.9918454466828328,473,Error: Process exited with code 1
2025-02-25 10:05:19.287784,pod-12,default,Running,0,1.596838367662792,353,Normal operation
2025-02-25 11:18:19.287784,pod-10,kube-system,CrashLoopBackOff,10,0.31186449496090507,486,Error: Process exited with code 1
2025-02-25 12:00:19.287784,pod-12,kube-system,Running,5,0.719703813983902,165,Error: Process exited with code 1
2025-02-25 12:15:19.287784,pod-6,monitoring,Running,0,0.23168151899106695,323,Normal operation
2025-02-25 12:49:19.287784,pod-2,kube-system,Running,3,0.824779721673949,432,Error: Process exited with code 1
2025-02-25 13:05:19.287784,pod-7,default,CrashLoopBackOff,2,2.390698190798526,95,Normal operation
2025-02-25 14:13:19.287784,pod-18,kube-system,CrashLoopBackOff,4,0.5149442898566116,453,Normal operation
2025-02-25 14:37:19.287784,pod-15,default,Running,4,2.2818589413858774,325,Normal operation
2025-02-25 15:38:19.287784,pod-6,monitoring,Running,0,0.5129651264971093,283,Error: Process exited with code 1
2025-02-25 15:42:19.287784,pod-18,monitoring,Running,4,1.6562330788914867,86,Error: Process exited with code 1
2025-02-25 16:01:19.287784,pod-15,kube-system,Running,7,1.3412775598049178,90,Error: Process exited with code 1
2025-02-25 16:29:19.287784,pod-2,kube-system,Running,8,2.4808446541962352,461,Normal operation
2025-02-25 17:00:19.287784,pod-13,kube-system,Running,5,2.1977003550277403,475,Normal operation
2025-02-25 17:10:19.287784,pod-13,default,CrashLoopBackOff,6,0.14113103822707398,50,Normal operation
2025-02-25 18:03:19.287784,pod-5,kube-system,Running,9,0.9121252734668792,305,Normal operation
2025-02-25 18:52:19.287784,pod-9,default,Running,2,0.5064144501324706,209,Normal operation
2025-02-25 19:39:19.287784,pod-18,default,Running,5,0.7003233228150638,104,Normal operation
2025-02-25 19:49:19.287784,pod-6,monitoring,CrashLoopBackOff,5,1.042920667068035,314,Normal operation
2025-02-25 20:12:19.287784,pod-12,default,Running,7,1.1414807179168056,190,Error: Process exited with code 1
2025-02-25 21:19:19.287784,pod-20,monitoring,Running,1,2.0425894624304135,495,Normal operation
2025-02-25 21:24:19.287784,pod-19,monitoring,Running,6,1.1976647004234326,404,Error: Process exited with code 1
2025-02-25 22:01:19.287784,pod-7,kube-system,Running,1,1.2551667806703033,382,Normal operation
2025-02-25 22:05:19.287784,pod-14,default,Running,5,0.7984130501409212,319,Normal operation
2025-02-25 22:50:19.287784,pod-5,monitoring,Running,6,0.3895770892430471,147,Normal operation
2025-02-25 23:15:19.287784,pod-7,kube-system,Running,0,1.8092700347948238,154,Error: Process exited with code 1
2025-02-25 23:23:19.287784,pod-13,monitoring,Running,3,0.5444170395926002,116,Normal operation
2025-02-26 00:00:19.287784,pod-17,default,CrashLoopBackOff,10,2.2909323717336836,454,Error: Process exited with code 1
2025-02-26 00:29:19.287784,pod-9,monitoring,Running,4,1.9665235043614018,442,Normal operation
2025-02-26 00:54:19.287784,pod-6,kube-system,Running,4,1.648891052991466,436,Error: Process exited with code 1
2025-02-26 01:02:19.287784,pod-8,default,Running,9,1.1313067249251605,91,Error: Process exited with code 1
2025-02-26 01:23:19.287784,pod-20,monitoring,CrashLoopBackOff,6,1.44931377935953,498,Normal operation
2025-02-26 02:08:19.287784,pod-16,monitoring,Running,5,0.11677512387007632,109,Normal operation
2025-02-26 02:09:19.287784,pod-12,default,Running,5,1.95286786565577,142,Error: Process exited with code 1
2025-02-26 02:51:19.287784,pod-20,default,CrashLoopBackOff,1,2.0831004759868725,184,Error: Process exited with code 1
2025-02-26 02:55:19.287784,pod-16,monitoring,Running,10,2.2243139241188024,459,Normal operation
2025-02-26 03:25:19.287784,pod-16,kube-system,Running,10,0.9120787625508239,81,Error: Process exited with code 1
2025-02-26 03:35:19.287784,pod-6,default,Running,1,1.2187861050609545,83,Normal operation
2025-02-26 03:57:19.287784,pod-18,monitoring,Running,6,2.4887763131371736,84,Error: Process exited with code 1
2025-02-26 04:08:19.287784,pod-6,monitoring,CrashLoopBackOff,9,1.6147775758056642,142,Normal operation
2025-02-26 04:47:19.287784,pod-1,default,Running,5,1.0427563260865025,225,Normal operation
2025-02-26 04:54:19.287784,pod-18,default,Running,1,2.3619807381598172,465,Normal operation
2025-02-26 05:56:19.287784,pod-5,default,Running,7,1.402396844011176,114,Normal operation
2025-02-26 07:17:19.287784,pod-8,monitoring,Running,4,1.421507654814178,324,Normal operation
2025-02-26 11:16:19.287784,pod-1,default,CrashLoopBackOff,0,2.433226572619324,443,Normal operation
2025-02-26 11:56:19.287784,pod-20,monitoring,Running,6,1.4583597046293393,160,Normal operation
2025-02-26 12:22:19.287784,pod-3,default,CrashLoopBackOff,0,0.4141245863737901,120,Normal operation
2025-02-26 13:03:19.287784,pod-3,monitoring,Running,10,1.1152605371480444,393,Error: Process exited with code 1
2025-02-26 14:40:19.287784,pod-4,default,Running,2,1.7591191678888436,113,Normal operation
2025-02-26 15:28:19.287784,pod-14,default,CrashLoopBackOff,1,1.4894208921259409,466,Normal operation
2025-02-26 17:27:19.287784,pod-17,default,Running,5,0.37897255762399307,106,Normal operation
2025-02-26 17:45:19.287784,pod-5,kube-system,Running,1,1.3660385036314138,245,Error: Process exited with code 1
2025-02-26 17:47:19.287784,pod-4,kube-system,CrashLoopBackOff,5,1.39431470751561,117,Normal operation
2025-02-26 19:29:19.287784,pod-18,monitoring,Running,9,1.6069057771293962,344,Normal operation
2025-02-26 19:45:19.287784,pod-19,kube-system,Running,3,0.11701085695513279,319,Error: Process exited with code 1
2025-02-26 19:52:19.287784,pod-4,kube-system,Running,2,0.5597314201252089,406,Error: Process exited with code 1
2025-02-26 20:06:19.287784,pod-19,monitoring,Running,5,1.9287154841691716,445,Error: Process exited with code 1
2025-02-26 20:22:19.287784,pod-18,kube-system,Running,0,0.9585222158297554,158,Error: Process exited with code 1
2025-02-26 21:37:19.287784,pod-4,monitoring,Running,0,1.5602519720776507,148,Error: Process exited with code 1
2025-02-26 22:12:19.287784,pod-16,kube-system,Running,8,1.010726439143801,440,Normal operation
2025-02-26 23:34:19.287784,pod-15,kube-system,Failed,0,1.1410923769546115,194,Normal operation
2025-02-26 23:55:19.287784,pod-16,default,Running,7,1.5553535576006652,69,Error: Process exited with code 1
2025-02-26 23:59:19.287784,pod-16,monitoring,Running,7,0.2846002310985762,451,Error: Process exited with code 1
2025-02-27 00:04:19.287784,pod-1,kube-system,Pending,0,1.9583493528128837,190,Error: Process exited with code 1
2025-02-27 00:18:19.287784,pod-10,default,Running,3,0.7105430555774409,448,Normal operation
2025-02-27 00:47:19.287784,pod-10,kube-system,Running,9,2.1663942778012135,225,Normal operation
2025-02-27 00:51:19.287784,pod-17,default,Running,1,1.5117543994599711,115,Error: Process exited with code 1
2025-02-27 01:23:19.287784,pod-4,monitoring,Running,2,0.778837704857906,115,Normal operation
2025-02-27 02:09:19.287784,pod-17,monitoring,Running,5,0.34916806341654993,405,Error: Process exited with code 1
2025-02-27 02:39:19.287784,pod-5,kube-system,Running,0,1.8945236144316984,417,Normal operation
2025-02-27 02:40:19.287784,pod-4,kube-system,Failed,10,2.150388216137907,294,Error: Process exited with code 1
2025-02-27 02:43:19.287784,pod-12,kube-system,Pending,9,0.4345881632256483,325,Error: Process exited with code 1
2025-02-27 04:28:19.287784,pod-6,monitoring,Running,3,0.44496664101709127,251,Error: Process exited with code 1
2025-02-27 04:55:19.287784,pod-19,kube-system,Running,1,0.868555855518156,308,Normal operation
2025-02-27 05:03:19.287784,pod-13,monitoring,Running,1,2.2924149530561273,431,Normal operation
2025-02-27 06:10:19.287784,pod-9,monitoring,Running,4,0.26138417811381964,161,Error: Process exited with code 1
2025-02-27 06:13:19.287784,pod-1,default,Running,4,1.4124618298863607,459,Error: Process exited with code 1
2025-02-27 06:37:19.287784,pod-16,default,Running,5,0.35154650828472733,100,Error: Process exited with code 1
2025-02-27 06:53:19.287784,pod-14,monitoring,Running,9,1.3086132048998003,384,Normal operation
2025-02-27 07:46:19.287784,pod-18,monitoring,Running,6,2.486025332912206,101,Error: Process exited with code 1
2025-02-27 07:48:19.287784,pod-11,monitoring,Running,1,0.17559747916305624,93,Normal operation
2025-02-27 08:39:19.287784,pod-16,kube-system,Running,0,1.93394389008518,417,Normal operation
2025-02-27 10:43:19.287784,pod-17,monitoring,Running,7,0.6329083411310173,120,Error: Process exited with code 1
2025-02-27 11:03:19.287784,pod-12,monitoring,CrashLoopBackOff,4,0.6853422354954475,237,Error: Process exited with code 1
2025-02-27 11:05:19.287784,pod-19,monitoring,Running,7,2.4846738743428416,140,Error: Process exited with code 1
2025-02-27 11:23:19.287784,pod-9,monitoring,CrashLoopBackOff,10,1.2151632837849387,368,Normal operation
2025-02-27 12:03:19.287784,pod-17,kube-system,Running,4,1.7108489845819543,74,Error: Process exited with code 1
2025-02-27 12:18:19.287784,pod-1,monitoring,Running,8,0.8044895629426563,299,Error: Process exited with code 1
2025-02-27 12:24:19.287784,pod-6,monitoring,Running,4,2.0002276509188626,141,Normal operation
2025-02-27 12:26:19.287784,pod-9,monitoring,Failed,2,1.0152055494273164,372,Error: Process exited with code 1
2025-02-27 13:21:19.287784,pod-20,kube-system,CrashLoopBackOff,4,1.3749563090369896,85,Normal operation
2025-02-27 13:42:19.287784,pod-8,default,Running,7,0.23596247090647804,155,Error: Process exited with code 1
2025-02-27 14:40:19.287784,pod-10,monitoring,Running,8,0.9789741635834575,253,Error: Process exited with code 1
2025-02-27 14:48:19.287784,pod-1,kube-system,Running,8,1.6389226363447305,404,Normal operation
2025-02-27 15:08:19.287784,pod-6,default,Running,3,0.5435533264813023,295,Error: Process exited with code 1
2025-02-27 16:58:19.287784,pod-16,kube-system,Running,8,1.8610739936406098,327,Error: Process exited with code 1
2025-02-27 17:30:19.287784,pod-8,default,CrashLoopBackOff,0,1.0455385608093744,107,Normal operation
2025-02-27 17:34:19.287784,pod-9,monitoring,Running,4,1.239643743688472,371,Normal operation
2025-02-27 17:34:19.287784,pod-8,kube-system,Running,4,2.184812903039573,340,Normal operation
2025-02-27 17:36:19.287784,pod-18,kube-system,Failed,4,2.2995414490439456,446,Normal operation
2025-02-27 19:11:19.287784,pod-14,default,CrashLoopBackOff,2,1.5938644935593949,100,Error: Process exited with code 1
2025-02-27 22:16:19.287784,pod-7,monitoring,Running,4,0.4268341680106107,100,Error: Process exited with code 1
2025-02-27 23:12:19.287784,pod-6,monitoring,CrashLoopBackOff,10,1.8604701340826348,401,Normal operation
2025-02-27 23:14:19.287784,pod-3,monitoring,Running,6,0.41273273965998336,487,Error: Process exited with code 1
2025-02-28 00:08:19.287784,pod-18,default,Running,3,1.7743021375999863,197,Error: Process exited with code 1
2025-02-28 00:21:19.287784,pod-5,monitoring,Running,9,2.0100856648894583,174,Normal operation
2025-02-28 01:55:19.287784,pod-18,kube-system,Running,9,0.35723582833537015,251,Normal operation
2025-02-28 02:04:19.287784,pod-2,monitoring,Running,7,0.8217174451640206,248,Error: Process exited with code 1
2025-02-28 03:02:19.287784,pod-13,kube-system,Failed,2,0.692511094835393,200,Error: Process exited with code 1
2025-02-28 03:09:19.287784,pod-17,monitoring,Running,9,1.9528019595465724,459,Normal operation
2025-02-28 04:32:19.287784,pod-1,kube-system,Running,8,1.3460843096217128,462,Error: Process exited with code 1
2025-02-28 05:24:19.287784,pod-17,default,Running,5,1.5238700010375485,269,Normal operation
2025-02-28 07:03:19.287784,pod-12,kube-system,Running,6,1.2240164777177462,316,Error: Process exited with code 1
2025-02-28 07:41:19.287784,pod-5,kube-system,Running,8,1.2692803755029338,215,Normal operation
2025-02-28 08:56:19.287784,pod-9,default,Failed,0,1.9943036328917962,127,Normal operation
2025-02-28 09:19:19.287784,pod-5,monitoring,Running,6,0.7971459441629958,398,Error: Process exited with code 1
2025-02-28 10:16:19.287784,pod-2,monitoring,Running,4,2.454136296043331,339,Error: Process exited with code 1
2025-02-28 10:53:19.287784,pod-2,monitoring,Running,6,0.2638919479696321,82,Normal operation
2025-02-28 11:01:19.287784,pod-19,monitoring,Running,6,1.6685118311344842,103,Normal operation
2025-02-28 13:16:19.287784,pod-6,default,CrashLoopBackOff,4,1.364445560650353,217,Error: Process exited with code 1
2025-02-28 13:37:19.287784,pod-7,kube-system,CrashLoopBackOff,10,2.1304191489899993,488,Normal operation
2025-02-28 14:10:19.287784,pod-20,default,Running,9,1.5506189323387813,453,Normal operation
2025-02-28 15:53:19.287784,pod-14,kube-system,CrashLoopBackOff,9,0.9087327601817045,317,Normal operation
2025-02-28 16:20:19.287784,pod-2,monitoring,Running,3,1.7418330190044617,492,Normal operation
2025-02-28 16:38:19.287784,pod-20,kube-system,Running,3,2.0941958173874182,97,Normal operation
2025-02-28 17:07:19.287784,pod-18,kube-system,Running,8,2.2748983830617706,135,Error: Process exited with code 1
2025-02-28 18:05:19.287784,pod-10,kube-system,CrashLoopBackOff,4,0.9519109629498876,82,Error: Process exited with code 1
2025-02-28 18:24:19.287784,pod-6,default,Failed,4,0.5649900169345166,436,Normal operation
2025-02-28 19:21:19.287784,pod-7,kube-system,Running,2,1.5387114384597482,315,Error: Process exited with code 1
2025-02-28 20:15:19.287784,pod-6,monitoring,Running,4,1.2071978403750718,277,Normal operation
2025-02-28 21:44:19.287784,pod-3,kube-system,Running,9,2.150085634479097,186,Normal operation
2025-02-28 22:22:19.287784,pod-2,default,Running,3,0.5748585687901603,61,Normal operation
2025-02-28 22:35:19.287784,pod-9,kube-system,Running,2,2.263515690946442,248,Normal operation
2025-02-28 22:44:19.287784,pod-1,monitoring,Running,8,0.8105159133081016,404,Normal operation
2025-02-28 23:24:19.287784,pod-2,kube-system,CrashLoopBackOff,4,2.346028418735449,346,Normal operation
2025-03-01 00:22:19.287784,pod-10,default,Running,9,1.4778652013349227,463,Error: Process exited with code 1
2025-03-01 01:03:19.287784,pod-7,kube-system,Running,7,1.454429385528551,311,Error: Process exited with code 1
2025-03-01 01:34:19.287784,pod-19,monitoring,Running,9,2.371311909728356,214,Error: Process exited with code 1
2025-03-01 02:51:19.287784,pod-16,default,Running,8,1.0682042192124184,413,Error: Process exited with code 1
2025-03-01 02:53:19.287784,pod-9,default,Running,6,1.0281329745216072,332,Error: Process exited with code 1
2025-03-01 03:10:19.287784,pod-17,kube-system,Failed,5,1.6518525649752749,425,Error: Process exited with code 1
2025-03-01 03:23:19.287784,pod-4,monitoring,Running,9,1.9050830298353632,331,Error: Process exited with code 1
2025-03-01 03:38:19.287784,pod-10,kube-system,Running,5,2.4835683594801568,188,Normal operation
2025-03-01 04:01:19.287784,pod-3,default,Running,2,0.7753365412481764,437,Error: Process exited with code 1
2025-03-01 05:59:19.287784,pod-12,default,Running,5,2.066349578540503,212,Normal operation
2025-03-01 07:40:19.287784,pod-15,kube-system,Running,6,1.9480312068322805,447,Error: Process exited with code 1
2025-03-01 09:36:19.287784,pod-19,monitoring,Running,0,1.9008086715713282,398,Error: Process exited with code 1
2025-03-01 10:16:19.287784,pod-18,default,CrashLoopBackOff,5,0.3413722773695664,348,Error: Process exited with code 1
2025-03-01 11:20:19.287784,pod-8,monitoring,Running,0,0.24765841203917677,308,Error: Process exited with code 1
2025-03-01 12:30:19.287784,pod-11,monitoring,Running,6,1.0876108643278142,363,Normal operation
2025-03-01 12:44:19.287784,pod-20,monitoring,Running,0,0.17965621896462602,497,Error: Process exited with code 1
2025-03-01 14:32:19.287784,pod-3,kube-system,Running,4,2.3248786657359015,93,Error: Process exited with code 1
2025-03-01 15:11:19.287784,pod-15,monitoring,Running,2,0.6236184934499227,181,Error: Process exited with code 1
2025-03-01 16:12:19.287784,pod-2,default,Running,1,1.5553900890661019,179,Normal operation
2025-03-01 16:16:19.287784,pod-20,kube-system,Running,8,2.039653979525883,104,Error: Process exited with code 1
2025-03-01 16:51:19.287784,pod-18,default,Running,9,0.9285811094307781,141,Error: Process exited with code 1
2025-03-01 16:52:19.287784,pod-12,default,Failed,7,0.16465547803810487,404,Error: Process exited with code 1
2025-03-01 16:57:19.287784,pod-8,monitoring,Running,4,1.0936595442564325,128,Error: Process exited with code 1
2025-03-01 17:57:19.287784,pod-18,kube-system,Running,8,0.5817173096471925,426,Normal operation
2025-03-01 18:07:19.287784,pod-2,kube-system,Running,1,0.9278257412776241,489,Normal operation
2025-03-01 18:22:19.287784,pod-1,kube-system,CrashLoopBackOff,5,0.9064918290843303,128,Error: Process exited with code 1
2025-03-01 18:26:19.287784,pod-15,monitoring,CrashLoopBackOff,3,0.3413349903011993,381,Normal operation
2025-03-01 19:17:19.287784,pod-11,monitoring,Running,3,0.905695632909634,89,Error: Process exited with code 1
2025-03-01 20:48:19.287784,pod-10,kube-system,Running,0,2.394921710898981,244,Normal operation
2025-03-01 22:00:19.287784,pod-9,kube-system,Running,4,1.564849111062633,126,Error: Process exited with code 1
2025-03-01 22:19:19.287784,pod-13,kube-system,Running,0,0.5122971349436158,160,Normal operation
2025-03-01 22:54:19.287784,pod-16,default,CrashLoopBackOff,2,1.3430421593532056,168,Normal operation
2025-03-02 00:01:19.287784,pod-17,monitoring,Running,10,0.8923791345265564,231,Error: Process exited with code 1
2025-03-02 00:21:19.287784,pod-3,kube-system,Running,3,0.27348136871102724,274,Normal operation
2025-03-02 01:27:19.287784,pod-12,kube-system,Running,7,2.250671318558724,450,Normal operation
2025-03-02 01:45:19.287784,pod-19,default,Running,2,0.5962495957030259,425,Normal operation
2025-03-02 02:51:19.287784,pod-9,kube-system,Running,3,1.6998684340057897,142,Normal operation
2025-03-02 03:06:19.287784,pod-17,monitoring,Running,7,2.3793777989383793,342,Error: Process exited with code 1
2025-03-02 03:33:19.287784,pod-3,monitoring,Running,4,0.8281203563710475,229,Normal operation
2025-03-02 03:43:19.287784,pod-9,default,CrashLoopBackOff,8,0.26955721110550035,264,Normal operation
2025-03-02 03:45:19.287784,pod-6,monitoring,Failed,3,1.2175303391373349,384,Normal operation
2025-03-02 04:23:19.287784,pod-9,monitoring,Pending,8,0.4142187847631844,465,Error: Process exited with code 1
2025-03-02 04:25:19.287784,pod-12,default,Running,3,1.3064969894909424,235,Normal operation
2025-03-02 04:27:19.287784,pod-11,monitoring,Running,0,2.451616859667838,185,Error: Process exited with code 1
2025-03-02 04:38:19.287784,pod-7,monitoring,Running,7,1.5487182014514524,254,Normal operation
2025-03-02 05:40:19.287784,pod-9,monitoring,Running,7,1.5763094877853951,203,Normal operation
2025-03-02 07:52:19.287784,pod-10,default,CrashLoopBackOff,1,0.6819033709196047,295,Normal operation
2025-03-02 08:13:19.287784,pod-15,monitoring,Running,8,0.6841475108355021,377,Normal operation
2025-03-02 08:46:19.287784,pod-17,kube-system,CrashLoopBackOff,8,1.3222748358249012,241,Normal operation
2025-03-02 11:01:19.287784,pod-1,default,Running,9,0.9946520886457364,281,Error: Process exited with code 1
2025-03-02 12:43:19.287784,pod-17,default,Running,8,1.1377105950374087,467,Error: Process exited with code 1
2025-03-02 12:51:19.287784,pod-1,kube-system,Running,7,0.33282175129682257,80,Error: Process exited with code 1
